sentence,ground_truth_control,baseline_control,rag_control,ground_truth_applicable,baseline_applicable,rag_applicable,ground_truth_status,baseline_status,rag_status,baseline_time,rag_time,baseline_raw,rag_raw,retrieved_controls,retrieval_scores
Proses pengembalian laptop dan kartu akses dilakukan secara konsisten saat karyawan keluar.,A.5.11,A.8.5,A.8.13,Yes,Yes,Yes,Implemented,Implemented,Implemented,63.92,51.32,"{
  ""control_id"": ""A.8.5"",
  ""applicable"": ""Yes"",
  ""implementation_status"": ""Implemented"",
  ""justification"": ""Kontrol A.8.5 tentang Proses Pengembalian dan Pemindahan Perangkat Lunak dan Fisik sesuai dengan kondisi audit yang menyatakan proses pengembalian laptop dan kartu akses dilakukan secara konsisten."",
  ""recommendation"": ""Tidak ada perbaikan diperlukan karena kontrol ini sudah diimplementasikan.""
}","{""control_id"": ""A.8.13"", ""applicable"": ""Yes"", ""implementation_status"": ""Implemented"", ""justification"": ""Karyawan melakukan pengembalian laptop dan kartu akses secara teratur sesuai dengan prosedur yang telah ditetapkan."", ""recommendation"": ""Continue to monitor and ensure consistency in the process.""}",A.8.13;A.5.11;A.5.37,0.4307;0.3911;0.3523
"Informasi diklasifikasikan ke dalam empat tingkat: rahasia, terbatas, internal, dan publik.",A.5.12,A.5.1,A.5.12,Yes,Yes,Yes,Implemented,Implemented,Partially Implemented,39.61,66.30,"{
  ""control_id"": ""A.5.1"",
  ""applicable"": ""Yes"",
  ""implementation_status"": ""Implemented"",
  ""justification"": ""Kebijakan tentang pengelolaan informasi harus mengatur klasifikasi dan pemberian hak akses yang tepat."",
  ""recommendation"": ""Pastikan kebijakan tersebut telah diterapkan secara ketat dan semua anggota staf tahu bagaimana menggunakan sistem klasifikasi.""
}","{""control_id"": ""A.5.12"", ""applicable"": ""Yes"", ""implementation_status"": ""Partially Implemented"", ""justification"": ""Klasifikasi informasi sesuai dengan A.5.12, namun pelabelan informasi belum diimplementasikan."", ""recommendation"": ""Implementasikan prosedur pelabelan informasi yang sesuai dengan skema klasifikasi informasi.""}",A.5.12;A.5.13;A.6.6,0.6805;0.6232;0.6023
"Informasi diklasifikasikan ke dalam empat tingkat: rahasia, terbatas, internal, dan publik.",A.5.12,A.5.3,A.5.12,Yes,Yes,Yes,Implemented,Implemented,Implemented,63.27,43.59,"{""control_id"": ""A.5.3"", ""applicable"": ""Yes"", ""implementation_status"": ""Implemented"", ""justification"": ""Klasifikasi informasi berdasarkan tingkat kepentingan sesuai dengan Kebijakan Keamanan Informasi (KEI) dalam A.5.3 yang mencakup pengaturan dan implementasinya."", ""recommendation"": ""Periksa kembali bahwa semua pengguna dan departemen telah memahami dan menerapkan tingkat kepercayaan informasi berdasarkan KEI.""}","{""control_id"": ""A.5.12"", ""applicable"": ""Yes"", ""implementation_status"": ""Implemented"", ""justification"": ""Informasi diklasifikasikan dengan empat tingkat yang sesuai (rahasia, terbatas, internal, publik) berdasarkan persyaratan hukum, nilai, kritikalitas, dan sensitivitasnya."", ""recommendation"": ""Tidak ada perbaikan diperlukan.""}",A.5.12;A.5.13;A.6.6,0.6805;0.6232;0.6023
Belum ada skema klasifikasi informasi yang diterapkan di organisasi.,A.5.12,A.5.1,A.5.12,Yes,Yes,Yes,Not Implemented,Not Implemented,Not Implemented,58.09,42.38,"{
  ""control_id"": ""A.5.1"",
  ""applicable"": ""Yes"",
  ""implementation_status"": ""Not Implemented"",
  ""justification"": ""Organisasi belum memiliki skema klasifikasi informasi yang diterapkan."",
  ""recommendation"": ""Implementasikan skema klasifikasi informasi sesuai dengan kebutuhan organisasi.""
}","{""control_id"": ""A.5.12"", ""applicable"": ""Yes"", ""implementation_status"": ""Not Implemented"", ""justification"": ""Organisasi belum mengembangkan dan menerapkan skema klasifikasi informasi berdasarkan persyaratan hukum, nilai, kritikalitas, dan sensitivitasnya."", ""recommendation"": ""Implementasikan penggunaan skema klasifikasi informasi sesuai dengan kebutuhan organisasi.""}",A.5.12;A.5.13;A.6.6,0.5111;0.4109;0.4066
Belum ada skema klasifikasi informasi yang diterapkan di organisasi.,A.5.12,A.5.1,A.5.12,Yes,Yes,Yes,Not Implemented,Not Implemented,Not Implemented,30.00,55.12,"{""control_id"": ""A.5.1"", ""applicable"": ""Yes"", ""implementation_status"": ""Not Implemented"", ""justification"": ""Organisasi belum memiliki kebijakan atau skema klasifikasi informasi yang diterapkan."", ""recommendation"": ""Implementasikan skema klasifikasi informasi dan kebijakan keamanan informasi.""}","{""control_id"": ""A.5.12"", ""applicable"": ""Yes"", ""implementation_status"": ""Not Implemented"", ""justification"": ""Organisasi belum mengembangkan skema klasifikasi informasi yang sesuai dengan persyaratan dan nilai, kritikalitas, serta sensitivitas informasinya."", ""recommendation"": ""Implementasikan skema klasifikasi informasi untuk memenuhi kebutuhan organisasi.""}",A.5.12;A.5.13;A.6.6,0.5111;0.4109;0.4066
Semua dokumen diberi label sesuai tingkat klasifikasinya baik dalam format cetak maupun elektronik.,A.5.13,A.7.2,A.5.13,Yes,Yes,Yes,Implemented,Implemented,Implemented,34.38,34.31,"{
  ""control_id"": ""A.7.2"",
  ""applicable"": ""Yes"",
  ""implementation_status"": ""Implemented"",
  ""justification"": ""Kegiatan ini mengontrol manajemen dan penerapan berbagai tingkat klasifikasi dalam dokumen, termasuk penempatan label yang sesuai."",
  ""recommendation"": ""Pastikan bahwa semua peraturan terkait penggunaan label telah diterapkan secara ketat untuk memastikan konformitas dengan ISO 27001.""
}","{""control_id"": ""A.5.13"", ""applicable"": ""Yes"", ""implementation_status"": ""Implemented"", ""justification"": ""Audit menemukan bahwa semua dokumen telah diberi label sesuai dengan tingkat klasifikasinya, baik dalam format cetak maupun elektronik."", ""recommendation"": """"}",A.5.13;A.5.12;A.7.7,0.4880;0.4483;0.3863
Transfer data antar kantor cabang menggunakan enkripsi end-to-end dan dicatat dalam log audit.,A.5.14,A.8.15,A.8.15,Yes,Yes,Yes,Implemented,Implemented,Implemented,20.91,38.73,"{
  ""control_id"": ""A.8.15"",
  ""applicable"": ""Yes"",
  ""implementation_status"": ""Implemented"",
  ""justification"": ""Kontrol ini memastikan bahwa transaksi data yang penting antar kantor cabang dilindungi dengan cara yang sesuai dan dicatat dalam log audit, sesuai dengan keamanan end-to-end."",
  ""recommendation"": ""Tidak ada perbaikan diperlukan. Kontrol sudah terpenuhi.""
}","{""control_id"": ""A.8.15"", ""applicable"": ""Yes"", ""implementation_status"": ""Implemented"", ""justification"": ""Enkripsi end-to-end memenuhi kriteria pencatatan log yang mencatat aktivitas keamanan informasi."", ""recommendation"": ""Jika belum, implementasikan lebih banyak kontrol lain dalam A.8 untuk meningkatkan keamanan transfer data.""}",A.8.15;A.5.14;A.5.33,0.5538;0.5137;0.5123
Data sensitif dikirim melalui email tanpa enkripsi dan tanpa verifikasi penerima.,A.5.14,A.8.12,A.8.5,Yes,Yes,Yes,Not Implemented,Not Implemented,Not Implemented,23.97,41.62,"{""control_id"": ""A.8.12"", ""applicable"": ""Yes"", ""implementation_status"": ""Not Implemented"", ""justification"": ""Kontrol A.8.12 berfokus pada pengamanan dan enkripsi data komunikasi, termasuk email. Kondisi audit menunjukkan bahwa email tidak dilindungi dengan enkripsi atau verifikasi penerima."", ""recommendation"": ""Implementasikan prosedur untuk mengenkripsikan semua data yang dikirim melalui email, serta melakukan verifikasi identitas penerima.""}","{""control_id"": ""A.8.5"", ""applicable"": ""Yes"", ""implementation_status"": ""Not Implemented"", ""justification"": ""Kendala teknis atau biaya yang membuat pengimplementasian autentikasi dan enkripsi data sensitif melalui email tidak dapat dilakukan."", ""recommendation"": ""Penerapan autentikasi dan enkripsi secara aman untuk semua komunikasi data sensitif harus direncanakan dan diterapkan dalam jangka waktu yang ditentukan.""}",A.8.5;A.8.12;A.5.17,0.5508;0.5291;0.5232
Kebijakan pengendalian akses berbasis peran telah diterapkan di semua sistem informasi kritis.,A.5.15,A.5.2,A.5.15,Yes,Yes,Yes,Implemented,Implemented,Implemented,18.96,45.56,"{""control_id"": ""A.5.2"", ""applicable"": ""Yes"", ""implementation_status"": ""Implemented"", ""justification"": ""Kebijakan pengendalian akses berbasis peran sudah diterapkan, termasuk pada sistem informasi kritis."", ""recommendation"": ""Tidak ada rekomendasi yang diperlukan karena kebijakan telah diterapkan.""}","{""control_id"": ""A.5.15"", ""applicable"": ""Yes"", ""implementation_status"": ""Implemented"", ""justification"": ""Kebijakan pengendalian akses berbasis peran telah diterapkan dan didokumentasikan, sesuai dengan persyaratan bisnis dan keamanan informasi."", ""recommendation"": ""Tinjau kembali dokumen dan pertukaran informasi untuk memastikan tidak ada gangguan terkait pengendalian akses.""}",A.5.15;A.5.1;A.8.3,0.6454;0.5987;0.5815
Tidak ada kebijakan formal untuk pengendalian akses ke sistem dan data organisasi.,A.5.15,A.5.1,A.5.15,Yes,Yes,Yes,Not Implemented,Not Implemented,Not Implemented,19.24,37.55,"{
  ""control_id"": ""A.5.1"",
  ""applicable"": ""Yes"",
  ""implementation_status"": ""Not Implemented"",
  ""justification"": ""Kebijakan formal untuk pengendalian akses ke sistem dan data tidak ditemukan."",
  ""recommendation"": ""Perlu dibuat dan diimplementasikan kebijakan yang jelas mengatur prosedur pengelolaan akses ke sistem serta perlindungan data organisasi.""
}","{""control_id"": ""A.5.15"", ""applicable"": ""Yes"", ""implementation_status"": ""Not Implemented"", ""justification"": ""Kebijakan pengendalian akses belum ditetapkan oleh organisasi."", ""recommendation"": ""Implementasikan kebijakan pengendalian akses sesuai dengan persyaratan bisnis dan keamanan informasi.""}",A.5.15;A.8.3;A.5.18,0.4764;0.4532;0.3698
Sistem manajemen identitas terpusat digunakan untuk mengelola siklus hidup semua akun pengguna.,A.5.16,A.5.2,A.5.16,Yes,Yes,Yes,Implemented,Implemented,Implemented,23.45,43.62,"{""control_id"": ""A.5.2"", ""applicable"": ""Yes"", ""implementation_status"": ""Implemented"", ""justification"": ""Kebijakan A.5 yang berhubungan dengan manajemen sistem mengarah pada pentingnya pengelolaan identitas dan akun pengguna."", ""recommendation"": ""Pastikan bahwa kebijakan A.5.x mencakup semua komponen yang dibutuhkan untuk mengimplementasikan Sistem Manajemen Identitas.""}","{""control_id"": ""A.5.16"", ""applicable"": ""Yes"", ""implementation_status"": ""Implemented"", ""justification"": ""Kontrol ini terkait dengan manajemen identitas dan siklus hidup akun pengguna, yang disebut dalam kalimat audit."", ""recommendation"": ""Konfirmasi bahwa proses pendaftaran, penyediaan, pemeliharaan, dan pencabutan identitas pengguna telah berjalan sesuai dengan kebijakan organisasi.""}",A.5.16;A.5.17;A.8.9,0.8097;0.4164;0.3841
Multi-factor authentication telah diterapkan untuk akses ke semua sistem kritis organisasi.,A.5.17,A.8.14,A.8.5,Yes,Yes,Yes,Implemented,Implemented,Implemented,19.31,44.34,"{""control_id"": ""A.8.14"", ""applicable"": ""Yes"", ""implementation_status"": ""Implemented"", ""justification"": ""Multi-factor authentication adalah teknologi yang penting untuk memperkuat keamanan akses sistem kritis dan telah diterapkan secara menyeluruh dalam organisasi."", ""recommendation"": ""Periksa lagi bahwa semua portofolio sistem masih menggunakan multi-factor authentication sebagai langkah pertahanan.""}","{""control_id"": ""A.8.5"", ""applicable"": ""Yes"", ""implementation_status"": ""Implemented"", ""justification"": ""Kendalikan alokasi dan pengelolaan informasi autentikasi melalui proses manajemen formal, termasuk pemberian saran kepada pengguna tentang penanganan akses yang aman."", ""recommendation"": ""Jika masih ada kesempatan, lakukan audit internal untuk memastikan bahwa semua perangkat dan jaringan telah mendapatkan kebijakan autentikasi yang tepat.""}",A.8.5;A.8.21;A.5.17,0.5555;0.4503;0.4440
Kata sandi masih menggunakan format sederhana tanpa persyaratan kompleksitas minimum.,A.5.17,A.5.1,A.8.24,Yes,Yes,Yes,Partially Implemented,Not Implemented,Not Implemented,18.90,45.51,"{""control_id"": ""A.5.1"", ""applicable"": ""Yes"", ""implementation_status"": ""Not Implemented"", ""justification"": ""Kebijakan manajemen keamanan informasi belum menyertakan persyaratan minimal untuk kata sandi yang kompleks."", ""recommendation"": ""Implementasikan kebijakan manajemen keamanan informasi dengan memperbarui persyaratan minimum kata sandi.""}","{""control_id"": ""A.8.24"", ""applicable"": ""Yes"", ""implementation_status"": ""Not Implemented"", ""justification"": ""Format sederhana kata sandi tidak mencakup persyaratan keamanan seperti kompleksitas minimum, yang diperlukan oleh A.8.24 untuk penggunaan kriptografi dan manajemen kunci kriptografi."", ""recommendation"": ""Implementasikan struktur kebijakan yang menyertakan persyaratan minimal kompleksitas kata sandi sesuai dengan A.8.24.""}",A.8.24;A.8.28;A.6.6,0.4288;0.4136;0.3703
Hak akses pengguna ditinjau setiap enam bulan dan akses yang tidak diperlukan dicabut.,A.5.18,A.5.3,A.5.18,Yes,Yes,Yes,Implemented,Partially Implemented,Implemented,23.17,47.11,"{""control_id"": ""A.5.3"", ""applicable"": ""Yes"", ""implementation_status"": ""Partially Implemented"", ""justification"": ""Hak akses pengguna hanya ditinjau setiap enam bulan, yang mungkin belum mencapai kepatuhan standar setiap bulan."", ""recommendation"": ""Seringkan peninjauan hak akses pengguna ke setiap satu bulan untuk memastikan bahwa semua hak akses tidak diperlukan segera dicabut.""}","{""control_id"": ""A.5.18"", ""applicable"": ""Yes"", ""implementation_status"": ""Implemented"", ""justification"": ""Kontrol A.5.18 merujuk pada pengendalian akses yang memungkinkan peninjauan hak akses secara berkala dan pemotongan akses tidak diperlukan. Kondisi audit sesuai dengan kontrol ini."", ""recommendation"": ""Peninjauan perbaikan untuk memastikan bahwa proses pembatasan akses berdasarkan penilaian kebutuhan tetap efektif.""}",A.5.18;A.8.3;A.5.15,0.5339;0.4987;0.4683
Penilaian risiko keamanan dilakukan untuk semua pemasok sebelum diberikan akses ke sistem.,A.5.19,A.5.1,A.5.19,Yes,Yes,Yes,Implemented,Implemented,Implemented,19.50,44.20,"{""control_id"": ""A.5.1"", ""applicable"": ""Yes"", ""implementation_status"": ""Implemented"", ""justification"": ""Kontrol A.5.1 adalah tentang penilaian risiko dan verifikasi pemasok oleh perusahaan."", ""recommendation"": ""Pertimbangkan untuk melakukan peninjauan internal terhadap proses ini untuk memastikan bahwa semua aspek keamanan sudah dilakukan.""}","{""control_id"": ""A.5.19"", ""applicable"": ""Yes"", ""implementation_status"": ""Implemented"", ""justification"": ""Kalimat audit menekankan pada penilaian risiko informasi terhadap pemasok, yang sesuai dengan persyaratan A.5.19 untuk manajemen keamanan informasi dalam hubungan dengan pemasok."", ""recommendation"": ""Penjelasan dan perbaikan dilakukan jika masih ada pertanyaan atau komentar lebih lanjut.""}",A.8.8;A.5.19;A.8.29,0.5830;0.5586;0.5573
Kontrak dengan pemasok tidak mencantumkan klausul keamanan informasi atau hak audit.,A.5.20,A.5.3,A.5.20,Yes,Yes,Yes,Not Implemented,Not Implemented,Not Implemented,23.56,44.30,"{
  ""control_id"": ""A.5.3"",
  ""applicable"": ""Yes"",
  ""implementation_status"": ""Not Implemented"",
  ""justification"": ""Kontrak yang tidak mencantumkan klausul keamanan informasi atau hak audit menunjukkan bahwa organisasi belum memiliki mekanisme formal untuk mengatur hubungan pemasok dalam konteks keamanan."",
  ""recommendation"": ""Pemasok harus diberikan kontrak dengan ketentuan yang mencakup keamanan informasi dan hak audit, serta melakukan pemantauan regulasi terkait.""
}","{""control_id"": ""A.5.20"", ""applicable"": ""Yes"", ""implementation_status"": ""Not Implemented"", ""justification"": ""Kontrak pemasok tidak mencantumkan persyaratan keamanan informasi atau hak audit yang diperlukan untuk memastikan bahwa aset organisasi terlindungi dari risiko akses pemasok."", ""recommendation"": ""Periksa dan tambahkan klausul keamanan informasi serta hak audit dalam kontrak dengan pemasok.""}",A.5.20;A.5.19;A.6.6,0.4892;0.4704;0.4107
Klausul keamanan informasi standar disertakan dalam semua kontrak pemasok dan ditinjau secara berkala.,A.5.20,A.5.3,A.5.20,Yes,Yes,Yes,Implemented,Implemented,Implemented,20.05,49.09,"{""control_id"": ""A.5.3"", ""applicable"": ""Yes"", ""implementation_status"": ""Implemented"", ""justification"": ""Klausul keamanan informasi standar yang disertakan dalam kontrak pemasok menunjukkan bahwa organisasi telah menerapkan kontrol ini."", ""recommendation"": ""Bisa diteruskan sebagai valid.""}","{""control_id"": ""A.5.20"", ""applicable"": ""Yes"", ""implementation_status"": ""Implemented"", ""justification"": ""Kalimat audit merujuk pada keberadaan persyaratan keamanan informasi dalam perjanjian pemasok dan inspeksi berkala, yang sesuai dengan A.5.20."", ""recommendation"": ""Guna meningkatkan efektivitas, pertimbangkan untuk melakukan peninjauan terhadap semua kontrak pemasok secara rutin.""}",A.5.20;A.5.19;A.5.31,0.6990;0.6733;0.6035
